Entity,Code,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Average annual hours worked per employed person (Bick et al 2019),Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),Average annual hours actually worked per worker (OECD)
Israel,ISR,2018,,,,1910.09999999999
Israel,ISR,2019,,,,1898.09999999999
Italy,ITA,1870,,,3000,
Italy,ITA,1880,,,3008,
Italy,ITA,1890,,,3006,
Italy,ITA,1900,,,3014,
Italy,ITA,1913,,,2953,
Italy,ITA,1929,,,2153,
Italy,ITA,1938,,,2162,
Italy,ITA,1950,2107.2554,,1951,
Italy,ITA,1951,2113.708,,,
Italy,ITA,1952,2120.1804,,,
Italy,ITA,1953,2126.6726,,,
Italy,ITA,1954,2133.1848,,,
Italy,ITA,1955,2139.7168,,,
Italy,ITA,1956,2146.2688,,,
Italy,ITA,1957,2152.8411,,,
Italy,ITA,1958,2159.4331,,,
Italy,ITA,1959,2166.0457,,,
Italy,ITA,1960,2172.6782,,2012,
Italy,ITA,1961,2155.9355,,,
Italy,ITA,1962,2106.6707,,,
Italy,ITA,1963,2091.877,,,
Italy,ITA,1964,2085.7231,,,
Italy,ITA,1965,2027.9208,,,
Italy,ITA,1966,2046.6244,,,
Italy,ITA,1967,2071.1543,,,
Italy,ITA,1968,2064.6907,,,
Italy,ITA,1969,2063.5681,,,
Italy,ITA,1970,2042.2288,,1825,
Italy,ITA,1971,1989.7507,,,
Italy,ITA,1972,1970.8881,,,
Italy,ITA,1973,1954.6459,,,
Italy,ITA,1974,1924.0708,,,
Italy,ITA,1975,1908.549,,,
Italy,ITA,1976,1906.4534,,,
Italy,ITA,1977,1871.6073,,,
Italy,ITA,1978,1861.5642,,,
Italy,ITA,1979,1855.0286,,,
Italy,ITA,1980,1856.0651,,1724,
Italy,ITA,1981,1862.3245,,,
Italy,ITA,1982,1873.733,,,
Italy,ITA,1983,1873.0464,1706.43713378906,,
Italy,ITA,1984,1862.6731,1674.65612792969,,
Italy,ITA,1985,1859.1587,1681.2841796875,,
Italy,ITA,1986,1867.5593,1681.30700683594,,
Italy,ITA,1987,1886.6825,1677.19396972656,,
Italy,ITA,1988,1890.4023,1693.02758789062,,
Italy,ITA,1989,1874.5634,1689.24853515625,,
Italy,ITA,1990,1863.8346,1691.42700195312,1674,
Italy,ITA,1991,1856.8695,1689.400390625,,
Italy,ITA,1992,1860.0026,1660.01293945312,,
Italy,ITA,1993,1859.8804,1671.34924316406,,
Italy,ITA,1994,1853.8326,1660.24780273438,,
Italy,ITA,1995,1856.0868,1666.96044921875,,1856.2
Italy,ITA,1996,1866.1272,1669.33032226562,,1866.2
Italy,ITA,1997,1860.113,1669.06201171875,,1859.9
Italy,ITA,1998,1873.7856,1667.8857421875,,1873.09999999999
Italy,ITA,1999,1870.3572,1665.3447265625,,1869.9
Italy,ITA,2000,1850.8062,1660.56140136719,1612,1850.2
Italy,ITA,2001,1837.7606,1649.63793945312,,1837.59999999999
Italy,ITA,2002,1826.5938,1649.58508300781,,1826.2
Italy,ITA,2003,1815.7974,1644.33508300781,,1815.09999999999
Italy,ITA,2004,1815.3416,1671.81213378906,,1814.59999999999
Italy,ITA,2005,1812.0552,1664.13732910156,,1811.09999999999
Italy,ITA,2006,1812.5823,1660.58630371094,,1811.9
Italy,ITA,2007,1818.1526,1653.15185546875,,1817.7
Italy,ITA,2008,1807.0319,1651.28771972656,,1806.5
Italy,ITA,2009,1775.6611,1620.56225585938,,1775.2
Italy,ITA,2010,1777.2737,1634.40747070312,,1776.8
Italy,ITA,2011,1773.2565,1612.24621582031,,1772.59999999999
Italy,ITA,2012,1734.1747,1578.77661132812,,1733.59999999999
Italy,ITA,2013,1719.5074,1588.6572265625,,1719.09999999999
Italy,ITA,2014,1717.1372,1602.4169921875,,1716.3
Italy,ITA,2015,1717.9958,1612.62133789062,,1717.5
Italy,ITA,2016,1724.4153,,,1721.7
Italy,ITA,2017,1722.6113,,,1719.2
Italy,ITA,2018,,,,1722.3
Italy,ITA,2019,,,,1717.8
Jamaica,JAM,1986,1864.8246,,,
Jamaica,JAM,1987,1893.6748,,,
Jamaica,JAM,1988,1914.9969,,,
Jamaica,JAM,1989,1972.9108,,,
Jamaica,JAM,1990,1938.2228,,,
Jamaica,JAM,1991,1947.975,,,
Jamaica,JAM,1992,1963.4525,,,
Jamaica,JAM,1993,1951.1327,,,
Jamaica,JAM,1994,1958.8782,,,
Jamaica,JAM,1995,1948.525,,,
Jamaica,JAM,1996,1969.2648,,,
Jamaica,JAM,1997,1963.9474,,,
Jamaica,JAM,1998,1999.2107,,,
Jamaica,JAM,1999,1983.4503,,,
Jamaica,JAM,2000,1963.4492,,,
Jamaica,JAM,2001,1970.6368,,,
Jamaica,JAM,2002,1965.5664,,,
Japan,JPN,1950,2030.4137,,,
Japan,JPN,1951,2012.9907,,,
Japan,JPN,1952,1995.7172,,,
Japan,JPN,1953,1978.5918,,,
Japan,JPN,1954,2008.9454,,,
Japan,JPN,1955,2034.5164,,,
Japan,JPN,1956,2084.9668,,,
Japan,JPN,1957,2108.0427,,,
Japan,JPN,1958,2133.1448,,,
Japan,JPN,1959,2156.2446,,,
Japan,JPN,1960,2172.8989,,,
Japan,JPN,1961,2175.3137,,,
Japan,JPN,1962,2152.7,,,
Japan,JPN,1963,2146.3276,,,
Japan,JPN,1964,2153.5291,,,
Japan,JPN,1965,2135.1223,,,
Japan,JPN,1966,2142.9473,,,
Japan,JPN,1967,2156.571,,,
Japan,JPN,1968,2160.3401,,,
Japan,JPN,1969,2147.0117,,,
Japan,JPN,1970,2137.2173,,,2243
Japan,JPN,1971,2129.2954,,,2239
Japan,JPN,1972,2131.6648,,,2228
Japan,JPN,1973,2117.5442,,,2201
Japan,JPN,1974,2058.7163,,,2137
Japan,JPN,1975,2030.2618,,,2112
Japan,JPN,1976,2057.5,,,2128
Japan,JPN,1977,2064.0063,,,2129
Japan,JPN,1978,2067.9878,,,2123
Japan,JPN,1979,2072.7031,,,2126
Japan,JPN,1980,2073.9438,,,2121
Japan,JPN,1981,2068.8276,,,2106
Japan,JPN,1982,2068.6187,,,2104
Japan,JPN,1983,2074.8601,,,2095
Japan,JPN,1984,2089.2798,,,2108
Japan,JPN,1985,2076.7673,,,2093
Japan,JPN,1986,2078.4951,,,2097
Japan,JPN,1987,2083.9683,,,2096
Japan,JPN,1988,2080.4377,,,2092
Japan,JPN,1989,2061.3616,,,2070
Japan,JPN,1990,2028.4187,,,2031
Japan,JPN,1991,2010.7419,,,1998
Japan,JPN,1992,1962.1306,,,1965
Japan,JPN,1993,1926.7769,,,1905
Japan,JPN,1994,1909.1,,,1898
Japan,JPN,1995,1911.6,,,1884
Japan,JPN,1996,1914.8,,,1892
Japan,JPN,1997,1887.1,,,1865
Japan,JPN,1998,1866.5,,,1842
Japan,JPN,1999,1850.9,,,1810
Japan,JPN,2000,1858.5,,,1821
Japan,JPN,2001,1843.1,,,1809
Japan,JPN,2002,1830.6,,,1798
Japan,JPN,2003,1834.2,,,1799
Japan,JPN,2004,1841.5,,,1787
Japan,JPN,2005,1827.8,,,1775
Japan,JPN,2006,1836,,,1784
Japan,JPN,2007,1826.5,,,1785
Japan,JPN,2008,1807.3,,,1771
Japan,JPN,2009,1757.2,,,1714
Japan,JPN,2010,1777.8,,,1733
Japan,JPN,2011,1772.7,,,1728
Japan,JPN,2012,1782.9,,,1745
Japan,JPN,2013,1761.5,,,1734
Japan,JPN,2014,1756.5,,,1729
Japan,JPN,2015,1750.9,,,1719
Japan,JPN,2016,1742,,,1714
Japan,JPN,2017,1738.3633,,,1709
Japan,JPN,2018,,,,1680
Japan,JPN,2019,,,,1644
Korea,,2008,,,,2228
Korea,,2009,,,,2174
Korea,,2010,,,,2163
Korea,,2011,,,,2136
Korea,,2012,,,,2119
Korea,,2013,,,,2106
Korea,,2014,,,,2076
Korea,,2015,,,,2083
Korea,,2016,,,,2068
Korea,,2017,,,,2018
Korea,,2018,,,,1993
Korea,,2019,,,,1967
Latvia,LVA,1995,1975.9082,,,
Latvia,LVA,1996,1975.8959,,,
Latvia,LVA,1997,1975.9169,,,
Latvia,LVA,1998,1975.9045,,,
Latvia,LVA,1999,1975.9008,,,
Latvia,LVA,2000,1975.7949,,,1760
Latvia,LVA,2001,1987.1439,,,1770
Latvia,LVA,2002,1937.8738,,,1726
Latvia,LVA,2003,1927.734,,,1717
Latvia,LVA,2004,1878.3942,,,1673
Latvia,LVA,2005,1905.5121,,,1697
Latvia,LVA,2006,1906.8286,,,1698
Latvia,LVA,2007,1878.2091,,,1673
Latvia,LVA,2008,2002.2491,,,1783
Latvia,LVA,2009,1952.2241,,,1739
Latvia,LVA,2010,1935.1354,,,1723
Latvia,LVA,2011,1951.8978,,,1738
Latvia,LVA,2012,1934.2838,,,1723
Latvia,LVA,2013,1927.7461,,,1717
Latvia,LVA,2014,1938.4757,,,1726
Latvia,LVA,2015,1901.7413,,,1694
Latvia,LVA,2016,1902.4856,,,1694
Latvia,LVA,2017,1874.5979,,,1680
Latvia,LVA,2018,,,,1692
Latvia,LVA,2019,,,,1661
Lithuania,LTU,1995,1729.3558,,,
Lithuania,LTU,1996,1727.0402,,,
Lithuania,LTU,1997,1732.694,,,
Lithuania,LTU,1998,1779.5939,,,
Lithuania,LTU,1999,1726.0139,,,
Lithuania,LTU,2000,1846.2274,,,1601
Lithuania,LTU,2001,1831.2194,,,1588
Lithuania,LTU,2002,1802.1711,,,1563
Lithuania,LTU,2003,1785.8864,,,1549
Lithuania,LTU,2004,1878.5562,,,1629
Lithuania,LTU,2005,1878.9719,,,1629
Lithuania,LTU,2006,1874.2102,,,1625
Lithuania,LTU,2007,1903.7567,,,1651
Lithuania,LTU,2008,1933.5715,,,1677
Lithuania,LTU,2009,1862.9437,,,1615
Lithuania,LTU,2010,1884.2866,,,1666
Lithuania,LTU,2011,1858.8728,,,1644
Lithuania,LTU,2012,1857.2939,,,1642
Lithuania,LTU,2013,1841.2473,,,1628
Lithuania,LTU,2014,1833.5299,,,1620
Lithuania,LTU,2015,1859.4974,,,1643
Lithuania,LTU,2016,1885.0089,,,1664
Lithuania,LTU,2017,1844.0171,,,1627
Lithuania,LTU,2018,,,,1634
Lithuania,LTU,2019,,,,1635
Luxembourg,LUX,1970,1845.8361,,,
Luxembourg,LUX,1971,1842.3248,,,
Luxembourg,LUX,1972,1821.7426,,,
Luxembourg,LUX,1973,1792.4818,,,
Luxembourg,LUX,1974,1768.983,,,
Luxembourg,LUX,1975,1741.355,,,
Luxembourg,LUX,1976,1757.8225,,,
Luxembourg,LUX,1977,1732.7194,,,
Luxembourg,LUX,1978,1715.1189,,,
Luxembourg,LUX,1979,1698.5089,,,
Luxembourg,LUX,1980,1682.3013,,,
Luxembourg,LUX,1981,1658.0519,,,
Luxembourg,LUX,1982,1640.4119,,,
Luxembourg,LUX,1983,1634.7815,,,
Luxembourg,LUX,1984,1621.1965,,,
Luxembourg,LUX,1985,1634.8575,,,
Luxembourg,LUX,1986,1626.6595,,,
Luxembourg,LUX,1987,1624.8335,,,
Luxembourg,LUX,1988,1644.8755,,,
Luxembourg,LUX,1989,1633.9436,,,
Luxembourg,LUX,1990,1633.9415,,,
Luxembourg,LUX,1991,1616.6366,,,
Luxembourg,LUX,1992,1595.6875,,,
Luxembourg,LUX,1993,1602.0656,,,
Luxembourg,LUX,1994,1581.1226,,,
Luxembourg,LUX,1995,1592.6145,,,1593
Luxembourg,LUX,1996,1599.5625,,,1600
Luxembourg,LUX,1997,1598.037,,,1598
Luxembourg,LUX,1998,1593.3136,,,1593
Luxembourg,LUX,1999,1591.7571,,,1592
Luxembourg,LUX,2000,1602.2155,,,1602
Luxembourg,LUX,2001,1585.72,,,1586
Luxembourg,LUX,2002,1580.6825,,,1581
Luxembourg,LUX,2003,1578.9333,,,1579
Luxembourg,LUX,2004,1577.8783,,,1578
Luxembourg,LUX,2005,1549.8424,,,1550
Luxembourg,LUX,2006,1552.2755,,,1552
Luxembourg,LUX,2007,1566.2959,,,1566
Luxembourg,LUX,2008,1566.969,,,1567
Luxembourg,LUX,2009,1516.4703,,,1517
Luxembourg,LUX,2010,1516.4979,,,1517
Luxembourg,LUX,2011,1515.0692,,,1515
Luxembourg,LUX,2012,1508.0867,,,1508
Luxembourg,LUX,2013,1502.6809,,,1503
Luxembourg,LUX,2014,1508.2611,,,1506
Luxembourg,LUX,2015,1521.0288,,,1514
Luxembourg,LUX,2016,1519.5106,,,1513
Luxembourg,LUX,2017,1518.8575,,,1507
Luxembourg,LUX,2018,,,,1506
Luxembourg,LUX,2019,,,,1506
Malaysia,MYS,1970,2258.9963,,,
Malaysia,MYS,1971,2260.5723,,,
Malaysia,MYS,1972,2262.1729,,,
Malaysia,MYS,1973,2263.8052,,,
Malaysia,MYS,1974,2265.4771,,,
Malaysia,MYS,1975,2267.1948,,,
Malaysia,MYS,1976,2269.095,,,
Malaysia,MYS,1977,2270.9912,,,
Malaysia,MYS,1978,2272.8708,,,
Malaysia,MYS,1979,2274.7268,,,
Malaysia,MYS,1980,2276.562,,,
Malaysia,MYS,1981,2277.6987,,,
Malaysia,MYS,1982,2278.4895,,,
Malaysia,MYS,1983,2277.4053,,,
Malaysia,MYS,1984,2283.334,,,
Malaysia,MYS,1985,2279.4492,,,
Malaysia,MYS,1986,2272.2869,,,
Malaysia,MYS,1987,2273.1543,,,
Malaysia,MYS,1988,2271.488,,,
Malaysia,MYS,1989,2279.645,,,
Malaysia,MYS,1990,2283.2698,,,
Malaysia,MYS,1991,2290.6899,,,
Malaysia,MYS,1992,2298.1726,,,
Malaysia,MYS,1993,2299.5669,,,
Malaysia,MYS,1994,2299.925,,,
Malaysia,MYS,1995,2300.3152,,,
Malaysia,MYS,1996,2300.7361,,,
Malaysia,MYS,1997,2305.6272,,,
Malaysia,MYS,1998,2302.7126,,,
Malaysia,MYS,1999,2304.0952,,,
Malaysia,MYS,2000,2303.3127,,,
Malaysia,MYS,2001,2306.7595,,,
Malaysia,MYS,2002,2334.0334,,,
Malaysia,MYS,2003,2324.4751,,,
Malaysia,MYS,2004,2318.8247,,,
Malaysia,MYS,2005,2361.2639,,,
Malaysia,MYS,2006,2349.0852,,,
Malaysia,MYS,2007,2324.4524,,,
Malaysia,MYS,2008,2298.3066,,,
Malaysia,MYS,2009,2306.564,,,
Malaysia,MYS,2010,2290.2117,,,
Malaysia,MYS,2011,2285.8323,,,
Malaysia,MYS,2012,2268.6323,,,
Malaysia,MYS,2013,2240.9502,,,
Malaysia,MYS,2014,2249.6169,,,
Malaysia,MYS,2015,2238.2729,,,
Malaysia,MYS,2016,2238.2729,,,
Malaysia,MYS,2017,2238.2729,,,
Malta,MLT,1994,2258.4878,,,
Malta,MLT,1995,2257.2898,,,
Malta,MLT,1996,2250.3857,,,
Malta,MLT,1997,2252.865,,,
Malta,MLT,1998,2277.3828,,,
Malta,MLT,1999,2254.384,,,
Malta,MLT,2000,2251.1816,,,
Malta,MLT,2001,2159.3369,,,
Malta,MLT,2002,2216.6877,,,
Malta,MLT,2003,2191.6677,,,
Malta,MLT,2004,2091.1963,,,
Malta,MLT,2005,2157.9136,,,
Malta,MLT,2006,2162.856,,,
Malta,MLT,2007,2153.3037,,,
Malta,MLT,2008,2162.9739,,,
Malta,MLT,2009,2168.4038,,,
Malta,MLT,2010,2110.2021,,,
Malta,MLT,2011,2052.0757,,,
Malta,MLT,2012,2027.42,,,
Malta,MLT,2013,2008.3445,,,
Malta,MLT,2014,1976.5052,,,
Malta,MLT,2015,1964.5587,,,
Malta,MLT,2016,2031.9048,,,
Malta,MLT,2017,2040.0317,,,
Mexico,MEX,1950,2431.7302,,,
Mexico,MEX,1951,2431.2783,,,
Mexico,MEX,1952,2430.8264,,,
Mexico,MEX,1953,2430.3748,,,
Mexico,MEX,1954,2429.9231,,,
Mexico,MEX,1955,2429.4714,,,
Mexico,MEX,1956,2429.0198,,,
Mexico,MEX,1957,2428.5684,,,
Mexico,MEX,1958,2428.1169,,,
Mexico,MEX,1959,2427.6658,,,
Mexico,MEX,1960,2427.2146,,,
Mexico,MEX,1961,2417.5605,,,
Mexico,MEX,1962,2407.9448,,,
Mexico,MEX,1963,2398.3674,,,
Mexico,MEX,1964,2388.8281,,,
Mexico,MEX,1965,2379.3269,,,
Mexico,MEX,1966,2369.8633,,,
Mexico,MEX,1967,2360.4373,,,
Mexico,MEX,1968,2351.0488,,,
Mexico,MEX,1969,2341.6978,,,
Mexico,MEX,1970,2332.3838,,,
Mexico,MEX,1971,2330.5007,,,
Mexico,MEX,1972,2328.6191,,,
Mexico,MEX,1973,2326.7393,,,
Mexico,MEX,1974,2325.123,,,
Mexico,MEX,1975,2323.5081,,,
Mexico,MEX,1976,2321.894,,,
Mexico,MEX,1977,2320.2815,,,
Mexico,MEX,1978,2318.6697,,,
Mexico,MEX,1979,2317.0593,,,
Mexico,MEX,1980,2315.4497,,,
Mexico,MEX,1981,2316.4517,,,
Mexico,MEX,1982,2317.4539,,,
Mexico,MEX,1983,2318.4563,,,
Mexico,MEX,1984,2319.4595,,,
Mexico,MEX,1985,2320.4629,,,
Mexico,MEX,1986,2321.4668,,,
Mexico,MEX,1987,2322.4712,,,
Mexico,MEX,1988,2323.4761,,,
Mexico,MEX,1989,2324.4812,,,
Mexico,MEX,1990,2325.6104,,,
Mexico,MEX,1991,2319.2534,,,2113
Mexico,MEX,1992,2312.9143,,,2104
Mexico,MEX,1993,2306.5923,,,2112
Mexico,MEX,1994,2294,,,2146
Mexico,MEX,1995,2294,,,2161
Mexico,MEX,1996,2314,,,2192
Mexico,MEX,1997,2322,,,2241
Mexico,MEX,1998,2291,,,2168
Mexico,MEX,1999,2306,,,2242
Mexico,MEX,2000,2311,,,2174
Mexico,MEX,2001,2285,,,2146
Mexico,MEX,2002,2271,,,2196
Mexico,MEX,2003,2277,,,2143
Mexico,MEX,2004,2271,,,2123
Mexico,MEX,2005,2290,,,2105
Mexico,MEX,2006,2278,,,2067
Mexico,MEX,2007,2260,,,2045
Mexico,MEX,2008,2264,,,2105
Mexico,MEX,2009,2255,,,1973
Mexico,MEX,2010,2254,,,2150
Mexico,MEX,2011,2248,,,2121
Mexico,MEX,2012,2239,,,2120
Mexico,MEX,2013,2244,,,2136
Mexico,MEX,2014,2242,,,2134
Mexico,MEX,2015,2248,,,2140
Mexico,MEX,2016,2255,,,2146
Mexico,MEX,2017,2255,,,2148
Mexico,MEX,2018,,,,2149
Mexico,MEX,2019,,,,2137
Myanmar,MMR,1970,2451.2358,,,
Myanmar,MMR,1971,2451.0273,,,
Myanmar,MMR,1972,2450.8252,,,
Myanmar,MMR,1973,2450.6233,,,
Myanmar,MMR,1974,2449.9067,,,
Myanmar,MMR,1975,2449.1809,,,
Myanmar,MMR,1976,2448.3887,,,
Myanmar,MMR,1977,2447.6335,,,
Myanmar,MMR,1978,2446.9165,,,
Myanmar,MMR,1979,2446.2368,,,
Myanmar,MMR,1980,2445.5898,,,
Myanmar,MMR,1981,2444.5784,,,
Myanmar,MMR,1982,2443.6143,,,
Myanmar,MMR,1983,2442.689,,,
Myanmar,MMR,1984,2443.3994,,,
Myanmar,MMR,1985,2444.1794,,,
Myanmar,MMR,1986,2445.1855,,,
Myanmar,MMR,1987,2446.2239,,,
Myanmar,MMR,1988,2447.2898,,,
Myanmar,MMR,1989,2448.3792,,,
Myanmar,MMR,1990,2449.4873,,,
Myanmar,MMR,1991,2449.9634,,,
Myanmar,MMR,1992,2449.3638,,,
Myanmar,MMR,1993,2448.7241,,,
Myanmar,MMR,1994,2448.0374,,,
Myanmar,MMR,1995,2447.2981,,,
Myanmar,MMR,1996,2446.9963,,,
Myanmar,MMR,1997,2446.6213,,,
Myanmar,MMR,1998,2446.1975,,,
Myanmar,MMR,1999,2445.7458,,,
Myanmar,MMR,2000,2445.2773,,,
Myanmar,MMR,2001,2444.8813,,,
Myanmar,MMR,2002,2444.4875,,,
Myanmar,MMR,2003,2444.0911,,,
Myanmar,MMR,2004,2443.6851,,,
Myanmar,MMR,2005,2443.2632,,,
Myanmar,MMR,2006,2442.7166,,,
Myanmar,MMR,2007,2442.1189,,,
Myanmar,MMR,2008,2441.4534,,,
Myanmar,MMR,2009,2440.6943,,,
Myanmar,MMR,2010,2439.7983,,,
Myanmar,MMR,2011,2439.4463,,,
Myanmar,MMR,2012,2439.0742,,,
Myanmar,MMR,2013,2438.6584,,,
Myanmar,MMR,2014,2438.1577,,,
Myanmar,MMR,2015,2437.8633,,,
Myanmar,MMR,2016,2437.8633,,,
Myanmar,MMR,2017,2437.8633,,,
Netherlands,NLD,1870,,,3274,
Netherlands,NLD,1880,,,3194,
Netherlands,NLD,1890,,,3105,
Netherlands,NLD,1900,,,3037,
Netherlands,NLD,1913,,,2942,
Netherlands,NLD,1929,,,2233,
Netherlands,NLD,1938,,,2281,
Netherlands,NLD,1950,1993.9949,,2156,
Netherlands,NLD,1951,1979.3413,,,
Netherlands,NLD,1952,1964.7954,,,
Netherlands,NLD,1953,1950.3564,,,
Netherlands,NLD,1954,1936.0237,,,
Netherlands,NLD,1955,1921.7961,,,
Netherlands,NLD,1956,1907.6732,,,
Netherlands,NLD,1957,1893.6541,,,
Netherlands,NLD,1958,1879.7379,,,
Netherlands,NLD,1959,1865.9241,,,
Netherlands,NLD,1960,1852.2117,,2002,
Netherlands,NLD,1961,1850.542,,,
Netherlands,NLD,1962,1848.8738,,,
Netherlands,NLD,1963,1847.2072,,,
Netherlands,NLD,1964,1845.542,,,
Netherlands,NLD,1965,1843.8783,,,
Netherlands,NLD,1966,1842.2162,,,
Netherlands,NLD,1967,1840.5555,,,
Netherlands,NLD,1968,1838.8964,,,
Netherlands,NLD,1969,1875.0446,,,
Netherlands,NLD,1970,1835.5825,,1709,1809
Netherlands,NLD,1971,1802.0966,,,1777
Netherlands,NLD,1972,1800.3485,,,1775
Netherlands,NLD,1973,1773.9435,,,1749
Netherlands,NLD,1974,1720.4615,,,1696
Netherlands,NLD,1975,1667.3665,,,1644
Netherlands,NLD,1976,1651.4924,,,1628
Netherlands,NLD,1977,1631.2665,,,1608
Netherlands,NLD,1978,1602.7205,,,1580
Netherlands,NLD,1979,1581.2885,,,1559
Netherlands,NLD,1980,1578.3605,,1667,1556
Netherlands,NLD,1981,1577.8354,,,1556
Netherlands,NLD,1982,1563.3324,,,1542
Netherlands,NLD,1983,1548.4104,1715.89514160156,,1527
Netherlands,NLD,1984,1540.2925,,,1519
Netherlands,NLD,1985,1523.8414,1670.8037109375,,1502
Netherlands,NLD,1986,1508.9044,,,1488
Netherlands,NLD,1987,1487.6425,1542.43237304688,,1467
Netherlands,NLD,1988,1484.4354,1532.90246582031,,1464
Netherlands,NLD,1989,1479.6885,1523.42724609375,,1459
Netherlands,NLD,1990,1473.8715,1522.64697265625,1414,1454
Netherlands,NLD,1991,1464.7715,1492.21569824219,,1444
Netherlands,NLD,1992,1471.1754,1441.470703125,,1451
Netherlands,NLD,1993,1460.8594,1451.83471679688,,1440
Netherlands,NLD,1994,1468.4915,1473.63745117188,,1447
Netherlands,NLD,1995,1479.2355,1454.68676757812,,1482
Netherlands,NLD,1996,1494.4548,1463.5107421875,,1496
Netherlands,NLD,1997,1480.0753,1463.02185058594,,1482
Netherlands,NLD,1998,1476.3424,1458.22717285156,,1479
Netherlands,NLD,1999,1475.2928,1451.62231445312,,1477
Netherlands,NLD,2000,1462.0212,1468.72351074219,1352,1464
Netherlands,NLD,2001,1451.8977,1456.05871582031,,1454
Netherlands,NLD,2002,1434.8143,1423.8349609375,,1436
Netherlands,NLD,2003,1426.554,1429.26672363281,,1428
Netherlands,NLD,2004,1447.5278,1443.75024414062,,1448
Netherlands,NLD,2005,1433.5756,1446.28576660156,,1434
Netherlands,NLD,2006,1430.4602,1475.15234375,,1430
Netherlands,NLD,2007,1429.7458,1459.66271972656,,1429
Netherlands,NLD,2008,1430.0443,1461.71862792969,,1429
Netherlands,NLD,2009,1421.9767,1458.48620605469,,1420
Netherlands,NLD,2010,1421.3412,1449.27978515625,,1420
Netherlands,NLD,2011,1422.4435,1464.92333984375,,1420
Netherlands,NLD,2012,1413.1395,1449.60290527344,,1411
Netherlands,NLD,2013,1417.5695,1451.68286132812,,1415
Netherlands,NLD,2014,1428.8756,1463.31628417969,,1426
Netherlands,NLD,2015,1423.9202,1462.76232910156,,1426
Netherlands,NLD,2016,1436.729,,,1437
Netherlands,NLD,2017,1430.0229,,,1435
Netherlands,NLD,2018,,,,1431
Netherlands,NLD,2019,,,,1434
New Zealand,NZL,1970,1900.6941,,,
New Zealand,NZL,1971,1896.7161,,,
New Zealand,NZL,1972,1892.9427,,,
New Zealand,NZL,1973,1889.1609,,,
New Zealand,NZL,1974,1885.3789,,,
New Zealand,NZL,1975,1881.6034,,,
New Zealand,NZL,1976,1877.8325,,,
New Zealand,NZL,1977,1874.0708,,,
New Zealand,NZL,1978,1870.369,,,
New Zealand,NZL,1979,1866.3364,,,
New Zealand,NZL,1980,1864.4515,,,
New Zealand,NZL,1981,1861.2894,,,
New Zealand,NZL,1982,1846.8429,,,
New Zealand,NZL,1983,1844.5219,,,
New Zealand,NZL,1984,1852.9146,,,
New Zealand,NZL,1985,1837.2321,,,
New Zealand,NZL,1986,1834,,,1834
New Zealand,NZL,1987,1838,,,1838
New Zealand,NZL,1988,1829,,,1829
New Zealand,NZL,1989,1820,,,1820
New Zealand,NZL,1990,1809,,,1809
New Zealand,NZL,1991,1792,,,1792
New Zealand,NZL,1992,1799,,,1799
New Zealand,NZL,1993,1853,,,1853
New Zealand,NZL,1994,1848,,,1848
New Zealand,NZL,1995,1841,,,1841
New Zealand,NZL,1996,1834,,,1834
New Zealand,NZL,1997,1826,,,1826
New Zealand,NZL,1998,1829,,,1829
New Zealand,NZL,1999,1845,,,1845
New Zealand,NZL,2000,1836,,,1836
New Zealand,NZL,2001,1825,,,1825
New Zealand,NZL,2002,1826,,,1826
New Zealand,NZL,2003,1823,,,1823
New Zealand,NZL,2004,1830,,,1830
New Zealand,NZL,2005,1815,,,1815
New Zealand,NZL,2006,1795,,,1795
New Zealand,NZL,2007,1774,,,1774
New Zealand,NZL,2008,1761,,,1761
New Zealand,NZL,2009,1740,,,1740
New Zealand,NZL,2010,1755,,,1755
New Zealand,NZL,2011,1746,,,1746
New Zealand,NZL,2012,1734,,,1734
New Zealand,NZL,2013,1752,,,1756
New Zealand,NZL,2014,1762,,,1757
New Zealand,NZL,2015,1757,,,1751
New Zealand,NZL,2016,1752,,,1751
New Zealand,NZL,2017,1752,,,1752
New Zealand,NZL,2018,,,,1754
New Zealand,NZL,2019,,,,1779
Nigeria,NGA,2010,1996.6565,,,
Nigeria,NGA,2011,1984.2125,,,
Nigeria,NGA,2012,1880.9844,,,
Nigeria,NGA,2013,1893.6323,,,
Nigeria,NGA,2014,1909.653,,,
Nigeria,NGA,2015,1703.4781,,,
Nigeria,NGA,2016,1827.2401,,,
Nigeria,NGA,2017,1827.2401,,,
Norway,NOR,1950,2129.4849,,,
Norway,NOR,1951,2118.7014,,,
Norway,NOR,1952,2107.9727,,,
Norway,NOR,1953,2097.2981,,,
Norway,NOR,1954,2086.6777,,,
Norway,NOR,1955,2076.1111,,,
Norway,NOR,1956,2065.5979,,,
Norway,NOR,1957,2055.1379,,,
Norway,NOR,1958,2044.7311,,,
Norway,NOR,1959,2034.3768,,,
Norway,NOR,1960,2024.075,,,
Norway,NOR,1961,2009.3054,,,
Norway,NOR,1962,1994.6438,,,1995
Norway,NOR,1963,1985.6454,,,1986
Norway,NOR,1964,1995.6436,,,1996
Norway,NOR,1965,1950.6516,,,1951
Norway,NOR,1966,1951.6514,,,1952
Norway,NOR,1967,1935.6543,,,1936
Norway,NOR,1968,1896.6613,,,1897
